date,scoreAAPL,closeAAPL,scoreAMZN,closeAMZN,scoreGOOGL,closeGOOGL,scoreMSFT,closeMSFT,scoreTSLA,closeTSLA,dateMarket
3/9/2015,0.835722165,28.16706276,0.457405189,370.9599915,1.318637969,567,0.513810636,37.00777435,0.342296532,38.86000061,3/25/2015
3/10/2015,0.834163945,28.36340332,0.447469579,367.3500061,1.27555597,563.6400146,0.530347891,36.78461456,0.336938932,38.08200073,3/26/2015
3/11/2015,0.844368967,28.13738823,0.430943722,370.5599976,1.25919616,557.5499878,0.529247586,36.57039261,0.334883139,37,3/27/2015
3/12/2015,0.861620313,28.8496685,0.427737664,374.5899963,1.23852258,561.1400146,0.528427774,36.56147385,0.336189129,38.11399841,3/30/2015
3/13/2015,0.890870492,28.40677643,0.432214169,372.1000061,1.243635807,554.7000122,0.520562548,36.2936821,0.356846725,37.75400162,3/31/2015
3/14/2015,0.89746063,28.36568069,0.432807962,370.2600098,1.260019266,549.4899902,0.524409366,36.34724045,0.359719976,37.51800156,4/1/2015
3/15/2015,0.910119434,28.60996437,0.439107556,372.25,1.286857639,541.3099976,0.548769184,35.96341705,0.373298087,38.20000076,4/2/2015
3/16/2015,0.916846071,29.07339478,0.434423213,377.0400085,1.269194521,543.9500122,0.556422245,37.08810806,0.378141776,40.61999893,4/6/2015
3/17/2015,0.919485859,28.76748276,0.447469116,374.4100037,1.254344671,544.8599854,0.568929851,37.07024765,0.389600373,40.65000153,4/7/2015
3/18/2015,0.93793752,28.67388535,0.467426109,381.2000122,1.232697303,548.8400269,0.563315692,36.97206497,0.416268923,41.5340004,4/8/2015
3/19/2015,0.949333151,28.89304733,0.474251353,383.5400085,1.233168401,548.0200195,0.561242327,37.02562714,0.417144405,42.01800156,4/9/2015
3/20/2015,0.984429308,29.016325,0.488433045,382.6499939,1.227392431,548.539978,0.545590074,37.23985291,0.42364183,42.18000031,4/10/2015
3/21/2015,1.026420117,28.9592495,0.498651199,382.3599854,1.243319944,548.6400146,0.552073873,37.27555847,0.426815679,41.95600128,4/13/2015
3/22/2015,1.035939595,28.83369064,0.508257748,385.1099854,1.270090648,539.7800293,0.54475307,37.17737198,0.42711598,41.49200058,4/14/2015
3/23/2015,1.048160684,28.94326973,0.513199262,383.4500122,1.233707669,541.039978,0.55987135,37.72185898,0.422993583,41.56600189,4/15/2015
3/24/2015,1.062348216,28.80400848,0.49866807,386.0400085,1.180968755,543.5200195,0.565950819,37.63259888,0.421766211,41.34000015,4/16/2015
3/26/2015,1.085347748,28.47982979,0.481209924,375.5599976,1.159566971,532.7399902,0.556366333,37.15058517,0.419775933,41.35800171,4/17/2015
3/27/2015,1.124442935,29.13046837,0.485170863,389.5100098,1.16885912,544.5300293,0.575707234,38.30205536,0.417306587,41.05400085,4/20/2015
3/28/2015,1.167220641,28.97294807,0.482988324,391.1799927,1.168220438,542.9199829,0.604283043,38.06106186,0.428182978,41.88199997,4/21/2015
3/29/2015,1.190174643,29.36332703,0.520371657,389.7999878,1.219275687,549.1799927,0.646791428,38.37346649,0.436368857,43.88800049,4/22/2015
3/30/2015,1.180155849,29.60304451,0.520507223,389.9899902,1.235045794,557.460022,0.642859598,38.68589783,0.448542006,43.72000122,4/23/2015
3/31/2015,1.171115089,29.74230385,0.514372426,445.1000061,1.241196265,573.6599731,0.628319548,42.72942734,0.458371405,43.68600082,4/24/2015
4/1/2015,1.177171423,30.28335762,0.517870302,438.5599976,1.238573751,566.1199951,0.612326529,42.87224197,0.465730068,46.31000137,4/27/2015
4/2/2015,1.203087785,29.80623055,0.517528931,429.3099976,1.247649921,564.3699951,0.613018921,43.88090134,0.466583082,46.09600067,4/28/2015
4/3/2015,1.256914787,29.36790085,0.502800773,429.3699951,1.256205625,561.3900146,0.607873874,43.79163361,0.473117677,46.49000168,4/29/2015
4/4/2015,1.2969067,28.57115173,0.502718601,421.7799988,1.290017566,548.7700195,0.612897797,43.4167366,0.484651458,45.20999908,4/30/2015
4/5/2015,1.325754768,29.43867111,0.495588017,422.8699951,1.308596853,551.1599731,0.616630444,43.43458939,0.495925031,45.20600128,5/1/2015
4/6/2015,1.320856285,29.3815918,0.50119793,423.0400085,1.316254845,552.8400269,0.618667481,43.05970383,0.51059562,46.10200119,5/4/2015
4/7/2015,1.297195244,28.71954346,0.522896366,421.1900024,1.312430968,543.039978,0.627686083,42.48842621,0.52225045,46.59000015,5/5/2015
4/8/2015,1.29085128,28.53918457,0.531346187,419.1000061,1.286712533,535.0800171,0.63101626,41.31017303,0.527468784,46.08599854,5/6/2015
4/9/2015,1.284813047,28.71571159,0.543247409,426.8800049,1.289323057,542.039978,0.640219868,41.68507004,0.539231985,47.36000061,5/7/2015
4/10/2015,1.285362062,29.25673485,0.544383415,433.6900024,1.287107565,548.9500122,0.628026764,42.62231827,0.542457094,47.3219986,5/8/2015
4/11/2015,1.271637825,28.95870972,0.547500388,432.8500061,1.283426775,545.7800293,0.630381604,42.28311157,0.535773644,47.89799881,5/11/2015
4/12/2015,1.246608927,28.85555077,0.546776784,431.019989,1.300134852,538.7299805,0.64688987,42.26527023,0.565112824,48.94800186,5/12/2015
4/13/2015,1.212110465,28.88764381,0.534021891,426.8699951,1.310570989,539.4899902,0.651725035,42.51520157,0.557373546,48.63600159,5/13/2015
4/14/2015,1.202256071,29.56163597,0.526519987,432.2799988,1.28325136,549.2000122,0.645322662,43.48814392,0.551100824,48.81999969,5/14/2015
4/15/2015,1.186522678,29.5203743,0.522314353,426,1.241684572,546.4899902,0.625289109,43.11325455,0.538408057,49.76800156,5/15/2015
4/16/2015,1.173584472,29.84590912,0.531096449,425.2399902,1.216698981,546.6699829,0.623688356,42.85439301,0.539788272,49.75,5/18/2015
4/17/2015,1.162392142,29.81839561,0.527726393,421.7099915,1.216512755,549.2800293,0.618429537,42.74658203,0.537027628,49.4280014,5/19/2015
4/18/2015,1.148367371,29.81609917,0.518656266,423.8599854,1.215831585,552.5100098,0.620894196,42.74658203,0.519561772,48.86999893,5/20/2015
4/19/2015,1.137791977,30.12100983,0.500578847,431.6300049,1.239043444,556.8099976,0.621254946,42.60282516,0.518660733,49.12400055,5/21/2015
4/20/2015,1.110851453,30.38463783,0.479185658,427.6300049,1.26185795,554.5200195,0.589134013,42.13565063,0.514392221,49.54600143,5/22/2015
4/21/2015,1.067566134,29.71523476,0.465923672,425.4700012,1.231672977,547.1900024,0.583683316,41.85715103,0.504430085,49.49200058,5/26/2015
4/22/2015,1.04890511,30.27000999,0.452180728,431.4200134,1.233456165,554.25,0.591356333,42.7735405,0.497785941,49.48600006,5/27/2015
4/23/2015,1.025711015,30.21040726,0.455118622,426.5700073,1.230143563,554.1799927,0.588939807,42.62979507,0.505565842,50.29000092,5/28/2015
4/24/2015,1.016642726,29.866539,0.465191243,429.230011,1.218554992,545.3200073,0.59147145,42.09972763,0.517314623,50.15999985,5/29/2015
4/25/2015,0.995147679,29.92614174,0.477841518,430.9200134,1.22041755,549.210022,0.606392575,42.43212509,0.516697363,49.88999939,6/1/2015
4/26/2015,0.951514651,29.79318619,0.474256775,430.9899902,1.21619563,553.9500122,0.607295163,42.15362549,0.514312415,49.66999817,6/2/2015
4/27/2015,0.902414112,29.82985497,0.467721493,436.5899963,1.23660846,555.289978,0.580217985,42.09073639,0.51622534,49.79800034,6/3/2015
4/28/2015,0.864091655,29.6556282,0.429656678,430.7799988,1.202444168,551.6900024,0.537478549,41.65051651,0.520395112,49.18399811,6/4/2015
4/29/2015,0.831603279,29.49285889,0.440611882,426.9500122,1.18987552,549.5300293,0.556695236,41.45286179,0.514402051,49.82799911,6/5/2015
4/30/2015,0.808911467,29.29800034,0.434576605,423.5,1.178653313,543.4799805,0.569342204,41.0845108,0.507863205,51.25799942,6/8/2015
5/1/2015,0.804203173,29.210886,0.440002793,425.480011,1.169244524,542.1599731,0.569196926,41.01264191,0.503109584,51.20000076,6/9/2015
5/2/2015,0.766477571,29.54558945,0.452994256,430.769989,1.154041523,552.5999756,0.589440712,41.87512207,0.512206138,50.13999939,6/10/2015
5/3/2015,0.704770902,29.4791069,0.463930296,432.9700012,1.159658659,550.039978,0.584214659,41.72238159,0.514076101,50.2820015,6/11/2015
5/4/2015,0.654510381,29.15357399,0.486074818,429.9200134,1.125980498,547.4699707,0.597372553,41.30013275,0.519609164,50.13800049,6/12/2015
5/5/2015,0.623025239,29.09625816,0.497796809,423.6700134,1.095430867,543,0.602837139,40.85991287,0.515850106,50.07600021,6/15/2015
